Category,Year,Title,Author,Text,topic_prediction,probabilities
DDR,1989,Tour de Lose,Sandow,Auf dem schiff einsamer schmerzen Quälen wir unsere leiber In den segeln baumeln unsere herzen Schweißtriefend von vergangenen weibern Wohin soll denn die reise geh’n Ich weiß es nicht und ich will’s nicht wissen Wir stinken selbst schon wie die fische Und keiner der den wind anbläst Vollbetrunken auf dem tische Unsere köpfe halbverwest ,Romantische Liebe am Meer,0.9122262524519787
DDR,1976,So ne Kleine,Karat,"Ich kenne sie gut und ich kenn' sie auch nicht, seh' manchmal am Tag flüchtig ihr Gesicht, ich kenne sie nur, wie man Leute so kennt, an denen man täglich so vorüber rennt. Ich weiß nicht einmal, wie sie heißt, was sie tut, doch einfach zu fragen, dazu fehlt der Mut, ich weiß nicht einmal, wie es ist, wenn sie lacht, sie hat so etwas an sich, was mich leise macht. Mannomann, sie ist so ’ne Kleine, fast unschuldig glaub' ich und noch ganz ohne Mann. Mannomann, sie ist so ’ne Kleine, so eine, bei der man nicht gleich landen kann. He, was ist bloß los, so war ich doch sonst nie, wollt' ich eine haben, ja dann kriegte ich sie. He, was ist bloß los, hau'n die Kumpels mich an, was ist mit dem Zahn, warum gehst du nicht ran. Mannomann, sie ist so ’ne Kleine, fast unschuldig glaub' ich und noch ganz ohne Mann. Mannomann, sie ist so ’ne Kleine, so eine, bei der man nicht gleich landen kann. Nun schlaf' ich sehr schlecht und ich stelle mir vor, da kommt so ein Typ und kommt mir zu vor. Nun schlaf' ich sehr schlecht und ich wälz' mich im Bett, weil was man nicht hat, man am liebsten hätt'. Jeder Mann möchte irgendwann das, was er nicht haben kann. Jeder Mann möchte irgendwann das, was er nicht haben kann.","Liebe, Musik und Träume in Deutschland",0.7411799975768844
DDR,1981,Spar Deinen Wein Nicht Auf Für Morgen,Gerhard Schöne,"Spar deinen Wein nicht auf für morgen. Sind Freunde da, so schenke ein! Leg was du hast in ihre Mitte. Durchs Schenken wird man reich allein. Spar nicht mit deinen guten Worten. Wo man was totschweigt, schweige nicht. Und wo nur leeres Stroh gedroschen, da hat dein gutes Wort Gewicht! Spar deine Liebe nicht am Tage für paar Minuten in der Nacht. Hol sie aus ihrer Dunkelkammer, dann zeigt sie ihre Blütenpracht. Spar deinen Mut nicht auf für später, wenn du mal ""was ganz Großes"" bist. Dein kleiner Mut hilft allen weiter, weil täglich Mut vonnöten ist. Spar deinen Wein nicht auf für morgen. Sind Freunde da, so schenke ein! Leg was du hast in ihre Mitte. Durchs Schenken wird man reich allein.",Rauschen,0.0
DDR,1983,Jeder Satellit hat einen Killersatelliten,Zwitschermaschine,"Jeder Satellit hat einen Killersatelliten. Jeder Satellit hat einen Killersatelliten. Jeder Satellit hat einen Killersatelliten. Jeder Tag hat eine Nacht, jeder Panzer eine PAK. Jedes erste Programm hat ein zweites Programm. Jedes zweite Programm hat ein drittes Programm. Jedes dritte Programm hat ein viertes Programm. Jedes vierte Programm hat ein fünftes Programm. Und im nächsten sitzt ein Neger, der trinkt Whisky sto Gramm.",Bedrohung der Erde durch Mensch und Technologie,0.7156719789464263
DDR,1973,Acht Argumente für die Beibehaltung des Namens Stalinallee für die Stalinallee,Wolf Biermann,"Es steht in Berlin eine Straße, Die steht auch in Leningrad. Die steht genauso in mancher andern großen Stadt. Und darum heißt sie auch Stalinallee. Mensch, Junge, versteh. Und die Zeit ist passé! Und Henselmann kriegte Haue, damit er die Straße baut. Und weil er sie dann gebaut hat, hat man ihn wieder verhaut. Auch darum heißt das Ding Stalinallee. Mensch, Junge, versteh. Und die Zeit ist passé! Und als am 17. Juni manch Maurerbrigadier mit Flaschen schwer bewaffnet schrie, da floß nicht nur das Bier. Ja, darum heißt sie auch Stalinallee. Mensch, Junge, versteh. Und die Zeit ist passé! Es hat nach dem großen Parteitag manch einer ins Hemde geschissen und hat bei Nacht und Nebel ein Denkmal abgerissen. Ja, darum heißt sie auch Stalinallee. Mensch, Junge, versteh. Und die Zeit ist passé! Die weißen Kacheln fallen uns auf den Kopf ja nur. Die Häuser stehen ewig (in Baureparatur)! Auch darum heißt das Ding Stalinallee. Mensch, Junge, versteh. Und die Zeit ist passé! Karl Marx, der große Denker. Was hat er denn getan, daß man sein' guten Namen schreibt an die Kacheln dran? Das Ding heißt doch nicht KARL-MARX-ALLEE. Mensch, Junge, versteh: Stalinallee. Wir wolln im Sozialismus die schönsten Straßen baun. Wo Menschen glücklich wohnen, die auch dem Nachbarn traun könn'n! Dann bau'n wir uns 'ne KARL-MARX-ALLEE! Dann bau'n wir uns 'ne ENGELS-ALLEE! Dann bau'n wir uns 'ne BEBEL-ALLEE! Dann bau'n wir uns 'ne LIEBKNECHT-ALLEE! Dann bau'n wir uns 'ne LUMXEMBURG-ALLEE! Dann bau'n wir uns 'ne LENIN-ALLEE! Dann bau'n wir uns 'ne TROTZKI-ALLEE! Dann bau'n wir uns 'ne THÄLMANN-ALLEE! Dann bau'n wir uns 'ne BIERMANN-Straße! (Wieso denn, kleine Straße kost ja nischt. Wenigstens 'ne kleine Gasse!) Mensch, Junge, versteh. Und die Zeit ist passé! Die alte Zeit ist passé! Die alte Zeit war passé.",Rauschen,0.0
DDR,1974,Mama,Nina Hagen,"Mama, wer ist denn da? Mama, ist es Papa? Das lass ihn wieder rein. Er siehst so einsam aus. Mama schmeiß ihn nicht raus! Du, hilf ihm aus dem Mantel. Fehlt’n Knopf, näh ihn gleich an! Frag ihn ob er Hunger hat und ob er bleiben kann. S-s-sagt er dann mit feuchtem Blick, für immer käme er heim in das Familienglück und gäb es nie mehr her, zeig ihm seinen Sessel, der so lange, lange, lange in Feindschaft lebt! Hey, halt ihm keine Predigt, denn er hat ja längst kapiert. Schenk ihm nur ein kleines Lächeln und er ist gerührt. Rück ihm seinen Binder in die Kragenmitte schön. Zeig ihm seine Kinder, die schon an der Türe steh’n. Und dann machen wir Wodka auf und feiern, feiern, feiern Wiederseh’n!",Verrückter Matador im Nebelmeer,0.781078059595086
DDR,1982,Männlichkeit,Puhdys,"Wenn ich Tränen unterdrücken muß, weil man als Mann nicht weint Wenn ich meine Angst verbergen muß und Schwäche keine zeig Wenn ich große Dinge tun muß für Glanz und Eitelkeit Und die rauhe Schale nicht zerbricht nennt man es Männlichkeit Und die rauhe Schale nicht zerbricht nennt man es Männlichkeit Wenn ich strak und unbesiegbar schein für die Welt rings um mich her Wenn ich kämpfen soll und dabei meine Zärtlichkeit verlier Wenn ich große Worte sagen muß für Stolz, statt Ehrlichkeit Und die rauhe Schale nicht zerbricht nennt man es Männlichkeit   Wenn ich jedem Duell mich stellen muß, obwohl ich lieber flieh Wenn ich bestrafen soll nur aus Prinzip und Mitleid mir fehlt Wenn ich nicht verzeihen kann und poch nur auf Gerechtigkeit Wenn ich groß bin und eigentlich doch so klein nennt man es Männlichkeit Wenn ich nicht verzeihen kann und poch nur auf Gerechtigkeit Wenn ich groß bin und eigentlich doch so klein nennt man es Männlichkeit",Rauschen,0.0
DDR,1985,Immerfort,Lift,"Wenn wir ganz nah bei uns sind und der Atem fortrinnt. Wenn wir eins sind, eins sind, eins sind, nur wir zwei könnten wir fliegen, fliegen, fliegen, hoch und frei. Wenn kein Wort mehr zu uns dringt, weil die Welt in uns ertrinkt. Fühlen Wellen, Wellen, Wellen heiß und schwer und wir treiben, treiben, treiben über's Meer. Immerfort, immerfort müsst' es bleiben, immerfort. Immerfort, endlos Lust, Ewigkeit. Sehen wir wieder festes Land, lösen Haar und Haut und Hand. Sind da noch Wellen, Wellen, Wellen zart und matt. Und uns're Sehnsucht, Sehnsucht, Sehnsucht längst nicht satt. Immerfort, immerfort müsst' es bleiben, immerfort. Immerfort, endlos Lust, Ewigkeit. Immerfort, immerfort müsst' es bleiben, immerfort. Immerfort, endlos Lust, Ewigkeit. Immerfort, immerfort müsst' es bleiben, immerfort. Immerfort, immerfort endlos Lust, Ewigkeit.",Romantische Liebe am Meer,0.7872878892438578
DDR,1984,Mit dem Knüppel in der Hand,Schleim-Keim,"Mit dem Knüppel in der Hand kämpf ich fürs Vaterland. Drauf auf den Anarchist, ich bin ein Polizist. Jeden Tag zum Dienst. Nie nen Tag Blau. Das wär ja auch ein Ding. Ich bin doch keine Assi-Sau. Deutsche Härte wurde uns angeboren. Ohne solche wie uns wär Deutschland längst verloren. Mit dem Knüppel in der Hand kämpf ich fürs Vaterland. Drauf auf den Anarchist, ich bin ein Polizist. Ordnung und Sicherheit muss herrschen im System. Hascher, Punks und Hippies sind mir unbequem. Drum nehm ich meinen Bummi und schlage kräftig rein. Ein Tritt in die Eier und immer in die Fresse rein. Da wundere ich mich doch, dass man so schlecht über mich spricht. Ich kriegs doch bezahlt, ich tu nur meine Pflicht. Mit dem Knüppel in der Hand kämpf ich fürs Vaterland. Drauf auf den Anarchist, ich bin ein Polizist.",Tanz der Helden und Feinde,0.9369261630961225
DDR,1979,Ein langer Weg,Karussell,"Ein langer Weg vom Sandkasten bis dahin, wo aus dem Spiel die Wirklichkeit schlägt Gewinn. Ein langer Weg schon hier. Ich trag' den Weg noch an mir. Ein langer Weg vom Nehmen, bis wo man gibt. Von dass man nur geliebt wird, bis das man liebt. Ein langer Weg, der brennt. Noch ist mein Weg nicht am End'. Ein langer Weg, doch es bleibt so mancher vor'm Ende stehen. Der wächst nicht aus und er baut sein Haus und will nicht mehr gehen. Nein, nein, will nicht mehr sein - das sind die Stehengebliebenen, die sind noch nicht Mensch, nicht mehr Kind. Ein langer Weg, so weit, es braucht der Weg seine Zeit. Ein langer Weg, doch der Tod kommt manchem in die Quer'. Reisst ihn heraus aus der Bahn, die er noch gegangen wär'. Nein, nein, wer soll Mensch sein? Geh'n in unser'm Angedenken zu End' seinen Weg, den man kennt.",Rauschen,0.0
DDR,1976,Preußische Romanze,Wolf Biermann,"Sechs-fingrige Folter. Sechs-züngige Schlange. Sechs Schüsse-MP. Du bittere Schöne, du griffige Schöne, schwer spielbare Frau. Du treulose Liebe, du stöhnst in den Armen auch meiner Feinde. Du Schrei nach der Sonne in preußischen Nächten. Du spanische Jüdin. Wir singen in Deutschland den schwärzesten Blues. Ay! Ay! Ay, den spanischen Blues. Aii, aii, den jüdischen Blues. Ahjaa, den Blues. Wenn meine Brüder, wenn diese Brüder mich gefangen haben werden. Komm du! Dann komme du, Schwester, in meine Zelle.",Deutschland und die Schickeria,1.0
DDR,1985,Lied vom Pflaumenbaum,Kurt Demmler,"Sitz auf einem Baum, ess Pflaumen, spuck die Steine in das Heu. Welch ein Glück für meinen Gaumen: Diese fetten blauen Pflaumen, diese fetten blauen Pflaumen, man wird frisch wie neu. Häuser, Bäume, Hecken, Zäune, bunte Wäsche weht im Wind. Hemdchen, Höschen, seidenfeine. Sag mal, Mädchen, sind das deine? Sag mal, Mädchen, sind das deine, die so rosa sind? Und das Mädchen grüßt mich munter, winkt mir fröhlich lachend zu. Schau doch selbst, mein Freund, komm runter. Hab ich unterm Kleid nichts drunter, hab ich unterm Kleid nichts drunter, sind es meine – du. Ach, es waren wirklich ihre. Solche Mädchen lob ich mir. Solche Mädchen ohne Ziererei. Der Pflaumenbaum stand Schmiere. Der Pflaumenbaum stand Schmiere. Niemals kommt’s herfür. Aber plötzlich, bange Frage: Meine Braut in Rudolstadt. Vielleicht auch sie in solcher Lage, wo sie doch am selben Tage, wo sie doch am selben Tage ihre Wäsche hat.",Mondlicht und Sehnsucht,0.926146789810408
DDR,1989,Wintermärchen,Karussell,"Der Sommer hat sich aus dem Staub gemacht. Es wird nicht mehr warm, wenn die Sonne lacht. Ich hör' überall einen härteren Klang, vermisse auf einmal den Vogelgesang. Der Frost macht aus Passanten Emigranten ohne Ziel. Ich seh' schon wieder Stiefel im Gewühl. Das Wetter ist prima, nur das Klima ist mies. Keiner weiß richtig, woran das liegt. Kommt da der heißeste Winter, den’s gab, folgt da ein arktischer Sommer nach. Wenn’s friert ziehen die kalten Krieger die Uniform an. Hab Dank für deine Hand, die du mir immer wieder reichst. Einem Wintermärchen gleicht das Land. Ein Königreich für ein gutes Gefühl. Am heimischen Herd wird’s unheimlich still. So viele Songs, die den Süden beschwör'n. Mein Afrika ist ein Fixstern. Mir ist, als würde ich langsam schlittern auf unsichtbarem Eis. Ich liebe dich schon für deine Hand, die du mir reichst in dieser heißen Winterszeit. Komm, wir rücken zusamm’. Komm, jetzt werden wir laut. Wir verkaufen uns're Haut niemals. Mir ist, als würde ich langsam schlittern auf unsichtbarem Eis. Ich liebe dich schon für deine Hand, die du mir reichst in dieser heißen Winterszeit. Komm, wir machen uns stark. Komm, jetzt werden wir laut. Wir wehren uns uns'rer Haut. Mit jeder Hand, die sich uns reicht in dieser heißen Winterszeit. Komm, wir rücken zusamm’. Komm, jetzt werden wir laut. Wir verkaufen uns're Haut niemals. Niemals. Niemals. ",Mondlicht und Sehnsucht,0.9445566050800481
DDR,1970,Ich habe eine Freundin,Gerd Eggers,"Größer ist sie schon als ich, dicker nicht zu knapp, wenn ich’s brauch, beschützt sie mich, Mann, da schnall‘ ste ab.  Ich habe eine Freundin, die ist sehr schön, aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn. Aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn. Schaut so, wie ein kluger Frosch, dass ich sie mit Recht nicht für eine Märchenfee tauschen kann und möchte.  Ich habe eine Freundin, die ist sehr schön, aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn. Aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn. Sommersprossen hat sie viel, dass ich stets neue find: Warum sind die meisten Leut für solche Schönheit blind? Ich habe eine Freundin, die ist sehr schön, aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn. Aber das kann nun mal nicht, aber das kann nun mal nicht, aber das kann nun mal nicht jeder sehn.",Rauschen,0.0
DDR,1979,Aufstehn,Veronika Fischer,"Aufsteh'n! Kriech aus Deiner Tonne! Draußen lacht die Sonne wie ein Clown. Wolken, wie dressierte Pferde traben um die Herde - schwarz, weiß, braun. Aufstehn! Wind, der weht die Blätter munter durch das Wetter, wie’n Jongleur. Und der Herrgott im Zylinder bittet seine Kinder um Gehör: Schlag die Augen auf, ah hei, und auch du bist dabei im Großen Zirkuszelt dieser Welt. Schlag die Augen auf, ah hei, und auch du bist dabei... Aufsteh'n! Was zum Besten geben möchte dir das Leben, das du hast. Aufsteh'n! Alles nimm im Kauf mit, dass du deinen Auftritt nicht verpasst! Schlag die Augen auf, ah hei, und auch du bist dabei im Großen Zirkuszelt dieser Welt. Schlag die Augen auf, ah hei, und auch du bist dabei... Schlag die Augen auf, ah hei, und auch du bist dabei im Großen Zirkuszelt dieser Welt. Schlag die Augen auf, ah hei, und auch du bist dabei...",Rauschen,0.0
DDR,1970,W-50-Fahrer in Angola,Wolfgang Protzke,"Sie kamen nicht her, um für Schlagzeiln zu sorgen im heimischen Blätterwald, die steigen ins Fahrerhaus früh am Morgen, da dampft schon der graue Asphalt. Da geht’s noch durch unkontrollierte Gebiete mit Brot, Kaffee, Reis oder Fisch, doch sitzen in jeder armseligen Hütte zu viele um einen Tisch. Panne im Dschungel, da stehn sie drüber, bei Regengüssen auch, aber wenn geschossen wird, legt man sich lieber sehr flach auf den Bauch. Sie müssen versorgen, sie müssen beschaffen, vorsichtig fahren, sagt der Stab, rein in den Dschungel, rein ohne Waffen, Wasser, das kochen sie ab. Sie laden verwundete Flüchtlinge auf und bringen sie weiter nach Norden, die Unterhaltung im Fahrerhaus ist dabei spröde geworden. Sie schwitzen und fächern sich kühlenden Wind, sie helfen, reparieren und können, wenns nur achtundzwanzig Grad sind, fast wie Angolaner friern. So fahrn unsre Brigadisten durchs Land von Basis zu Basisstation und versetzen verbeulte W-fünfzig instand, den Weißen traut man jetzt schon.",Auto fahren,0.9930448807432731
DDR,1979,Moll-Blues,Engerling,"Moll wohnt seit ’nem Jahr im Erinnerungs-, im Erinnerungshotel. Moll wohnt seit ’nem Jahr im Erinnerungshotel. Grau wird sein Haar, denn die Wasser fließen ihm zu schnell. Er kommt nicht mehr mit. Von der Wand grinst seine Queen. Auf ihrem Arm der blonde Prinz, der blonde Prinz. Von der Wand grinst seine Queen, auf ihrem Arm der blonde Prinz. Sie zog’s zu ’nem andern hin, hmmm, weit weg in die Provinz. Der schenkt dem Bubi jeden Tag ’ne Rolle Drops. Auf dem Bett liegt ’ne Decke, knallgelb, er fand sie mal schön. Hier hat sich der junge Recke, hmmm, die mollige Queenie genau beseh’n. Heut’ sitzt er in der Ecke und sieht ihr Bett dort steh’n. Da passiert schon lange nichts mehr. Manchmal dudelt das Radio ""Good bye Corinna, schön war die Zeit"". Manchmal dudelt das Radio ""She’s got a ticket to ride"". Dann schnürt’s ihm die Kehle zu Und die Medizin steht bereit. Moll, gib auf dich acht, sonst erstickst du im Hotel! Hmmm, Moll, gib auf dich acht, sonst erstickst du, erstickst du im Hotel! Die Erinnerung wird schwerer und die Wasser sind, sind viel zu schnell. Sind sehr schnell,",Rauschen,0.0
